t,x,y,yaw,vx,vy,w
0.0,0.5,0.5,-0.03238913605998173,1.0456571284907764e-36,0.0,5.718061690978918e-35
0.18686544278651854,0.5,0.5,-0.03238913605998173,0.010946342945031091,0.5544058075639232,-0.05870550864516434
0.3737308855730371,0.5053993251368974,0.6034787105557882,-0.04335916692696816,0.004983866572654514,0.5681649150435736,-0.1174110166002721
0.5605963283595556,0.5109317795655466,0.7095089452496484,-0.06529922853199328,-0.007481102028297804,0.5680765144500085,-0.17611652352029497
0.7474617711460741,0.5164636401714439,0.8155277964007859,-0.09820932068163551,-0.026166753882633082,0.5674713064722219,-0.23482202871517638
0.9343272139325927,0.5219949995451948,0.9215370376731731,-0.1420894430535255,-0.05103074103659501,0.5657379478587582,-0.29352753045977503
1.1211926567191113,0.5275259750412575,1.0275389169415345,-0.19693959500292466,-0.08196492832285644,0.5620598654788457,-0.35223302185352673
1.3080580995056297,0.5330566592829176,1.1335352078436634,-0.26275977459561745,-0.11875108416866734,0.5554305491903347,-0.35188723847637104
1.4949235422921483,0.5385871329177837,1.2395274531999478,-0.32851533922442977,-0.15498694441546507,0.5464137516264281,-0.29318174708261924
1.681788985078667,0.544117470204966,1.3455170743451101,-0.38330087620994846,-0.1846726652314786,0.5371003408468458,-0.23447624533802047
1.8686544278651853,0.5496477380728824,1.4515053530402526,-0.42711638361795806,-0.20802092886744877,0.5284951913292214,-0.17577074014313904
2.055519870651704,0.5551779990050296,1.557493484612582,-0.4599618608037198,-0.22526647772613062,0.521383907129268,-0.11706523322311617
2.2423853134382226,0.5607083147199085,1.6634826495501165,-0.48183730744486447,-0.23662221748034457,0.5163427616199365,-0.058359725268008415
2.429250756224741,0.5662387493490921,1.7694740743647657,-0.4927427233479704,-0.2422471193666741,0.5137489469355074,0.0003457833771559355
2.6161161990112594,0.5717693713481781,1.8754690681452675,-0.49267810838408993,-0.24222544097031337,0.5137890461950004,0.05905129251521787
2.802981641797778,0.577300257806098,1.9814691050197535,-0.4816434624611175,-0.23655638692036615,0.5164634790453209,0.11775680202295297
2.9898470845842966,0.5828314980496164,2.087475893018408,-0.459638785509974,-0.2251541939294223,0.5215868811438508,0.17646231181821165
3.176712527370815,0.5883632014526311,2.1934915233246617,-0.42666407747693114,-0.20785840766300412,0.5287840884893233,0.23516782184348925
3.363577970157334,0.5938955106477574,2.299518722608338,-0.3827193383190064,-0.18445479728924363,0.5374832475657858,0.2938733320569641
3.550443412943852,0.5994286286742663,2.4055613712013186,-0.3278045680010322,-0.15474268012055356,0.5470337124890289,0.35257884242726995
3.7373088557303706,0.6049641436880592,2.5116498808750936,-0.2619197664937023,-0.16104208741179402,0.7563608231588249,0.4112843529302791
3.9241742985168893,0.6124946041040864,2.655959403733167,-0.18506493377221891,0.029860208080192102,1.3163137664577094,0.46998986354703387
4.111039741303408,0.6632408475423129,2.896706040409418,-0.09724006981532701,0.5904561910958765,0.7557179228990224,0.5286953742637236
4.2979051840899265,0.7867658437048414,3.026544313875608,0.001554825395647833,1.151050314919835,0.3377902310278005,0.5874008850667549
4.484770626876445,1.0017589678885077,3.089999988301724,0.11131975187683987,1.132477926697835,-0.22280570354189602,0.6461063959467053
4.671636069662964,1.2166952942280012,3.0721319774153577,0.23205470964262262,0.7074175831138754,-0.6936485762255332,0.7048119066239551
4.858501512449482,1.375153371041922,2.976388528240412,0.36375969865511837,0.1468215919831324,-1.254244477160879,0.7635174170193452
5.045366955236,1.4841823699470564,2.767111147709913,0.5064347188616573,-0.41376273619991416,-0.8101225638098355,0.822222926989769
5.232232398022519,1.4900000752131568,2.597224981538082,0.6600797701828277,-0.3263495162201719,-0.4246039480629826,0.8809284362518573
5.419097840809037,1.49047863242901,2.4971540510574854,0.8246948524862665,-0.3911056790248291,-0.36499482698069957,0.9396339440972836
5.605963283595556,1.490956151633312,2.3971891872286015,1.000279965507248,-0.448717970240745,-0.29097482234939925,0.9983394476927931
5.792828726382075,1.491433264157428,2.297254141551637,1.1868351084516102,-0.49479806588602804,-0.2026570956874392,1.056699188008792
5.979694169168593,1.4919101012022964,2.197339911247295,1.3842956701110276,-0.5248592629543949,-0.10163320344066366,0.9979936844136991
6.166559611955112,1.4923867325294387,2.097441140786205,1.5707862018471426,-0.534539292761361,-0.0025552105014704425,0.939288176568377
6.35342505474163,1.4928632017214927,1.9975542143283254,1.7463067028657338,-0.5267233938862518,0.09081763064423695,0.8805826673063349
6.540290497528149,1.49333953835528,1.8976766230760143,1.9108571729020658,-0.5046933272364997,0.17585989601725785,0.8218771573359371
6.727155940314668,1.4938157634058258,1.797806603908486,2.0644376118237706,-0.47182138344594554,0.25098164150302615,0.7631716469405274
6.914021383101186,1.4942918933503124,1.6979426779072724,2.2070480195514293,-0.43130982275808866,0.3154560849170542,0.7044661362617768
7.100886825887704,1.4947679091481358,1.5980903778920277,2.338688396032094,-0.3861633820405434,0.3693336203242091,0.6457606253806403
7.287752268674223,1.4952438626787012,1.498240040132986,2.4593587412279465,-0.33891005406982666,0.4131512142121919,0.5870551143477143
7.474617711460741,1.4957197884818731,1.39838542365939,2.5690590551106225,-0.29163738932280175,0.4477668303278043,0.5283496031967302
7.66148315424726,1.4961956647713701,1.2985319346121396,2.6677893376580606,-0.2460811326008138,0.47433407878678485,0.4696440919512995
